user_id,product_id,rating
13,4822,7
13,4618,10
13,3090,9
13,3686,9
13,3621,3
13,4561,9
13,322,4
13,810,3
13,6635,9
13,831,8
14,2120,8
14,4190,8
14,6552,9
14,5847,10
14,4207,6
14,4054,4
14,1841,8
14,1567,10
14,2216,4
14,5867,8
14,2571,10
14,6495,7
14,3368,9
14,5251,7
14,2348,9
14,2265,8
15,6794,8
15,2827,8
15,1771,8
15,5836,8
15,5580,3
15,2307,8
15,1017,8
15,263,7
15,3025,8
15,806,1
15,1390,7
15,6373,9
15,2816,5
15,4105,7
15,2186,8
15,1016,9
15,6975,8
15,6151,9
15,6558,5
15,4227,7
16,3026,2
16,3138,7
16,3760,7
16,4769,10
16,5448,7
16,4043,3
16,4664,3
16,976,7
16,1046,6
16,5048,3
16,268,7
17,2090,9
17,3827,8
17,1589,10
17,6366,9
17,5203,10
18,2194,8
18,2362,8
18,1665,4
18,186,8
18,2597,4
18,3865,7
18,5825,8
18,805,8
18,3107,5
18,6442,4
18,2586,2
18,575,5
18,2713,1
18,3918,9
18,5109,4
18,5294,9
18,3883,10
18,5523,9
18,443,9
19,910,9
19,5692,7
19,2063,5
19,5631,9
19,1209,3
19,3788,9
19,6558,9
19,6776,9
19,1718,8
19,6993,3
19,3144,10
19,1721,7
19,1053,7
19,6005,10
19,2830,9
19,5670,8
19,4916,8
20,6537,6
20,2787,6
20,2837,8
20,6098,3
20,1858,10
20,1754,9
20,84,9
20,3946,9
20,6905,5
20,2487,5
20,3705,7
20,2109,3
20,2174,9
20,3082,8
20,6233,7
20,496,7
20,229,4
20,4004,1
20,6207,8
20,4894,9
21,5631,10
21,808,9
21,1186,10
21,2976,6
21,4981,8
21,2915,8
21,3445,2
21,3416,2
21,4698,9
21,3139,6
21,3404,8
21,3260,9
22,5917,9
22,4935,9
22,4329,9
22,1643,5
22,6518,8
22,2490,7
22,6823,4
22,2051,10
22,2130,9
22,5262,9
22,4595,7
22,5243,7
22,2292,10
22,4397,7
22,4932,7
22,2186,6
22,4268,7
23,6169,8
23,4441,10
23,1009,2
23,3389,8
23,1095,6
24,3926,10
24,3753,10
24,3172,7
24,2057,8
24,2768,8
24,4045,10
24,5883,7
24,2807,7
24,1419,10
24,735,10
24,2044,8
24,5908,8
24,1499,9
24,307,8
24,356,7
24,5300,9
24,4635,10
24,3798,9
24,866,6
24,495,10
25,5243,8
25,657,7
25,2123,9
25,4445,8
25,5872,6
25,3359,7
25,4394,7
25,3329,3
25,5982,1
25,6956,8
25,813,8
25,819,4
26,6169,8
26,1788,5
26,4160,8
26,1420,8
26,3577,9
26,714,1
26,921,8
26,5085,8
26,685,7
26,4702,7
26,4082,5
26,155,10
26,3837,6
26,2798,1
26,3517,8
26,6571,9
26,5041,7
26,5931,3
26,2454,7
26,4233,10
27,4107,8
27,4379,3
27,849,10
27,959,7
27,3255,10
27,3707,4
28,4242,6
28,3187,8
28,5033,4
28,3279,9
28,317,8
28,6435,7
28,4570,7
28,4000,1
28,6834,10
28,5941,9
28,6786,10
28,5930,10
28,5024,2
28,2842,10
28,3975,10
28,2879,3
29,4137,4
29,6353,1
29,4956,5
29,2353,6
29,5042,10
29,2253,9
29,5812,9
29,1002,7
29,1380,9
29,6367,6
29,5354,8
29,3196,7
30,6848,8
30,5512,10
30,3561,3
30,6620,6
30,1768,9
30,404,8
30,2848,10
30,3028,2
30,3007,6
30,841,7
30,4894,7
30,1964,9
30,2150,2
30,6778,8
30,6376,9
30,6,8
30,4417,9
30,1860,8
31,4265,2
31,565,2
31,4476,4
31,2839,9
31,6119,8
31,4030,6
31,4127,9
31,16,10
31,231,8
31,6388,9
31,6651,9
31,2266,9
31,5443,10
31,1587,7
31,5853,9
31,4640,6
32,149,8
32,6063,7
32,2696,9
32,1747,9
32,6507,4
32,2226,7
32,4681,6
32,3455,3
32,2800,8
32,1787,7
32,4298,1
32,6698,8
32,1052,1
32,201,7
32,2556,8
32,696,6
33,6218,4
33,1930,1
33,5833,5
33,3867,5
33,1940,8
33,2861,8
33,2066,6
33,4954,10
33,2925,1
33,6501,9
33,3651,1
33,6667,9
33,3989,8
33,4744,10
33,4822,2
33,5473,3
34,278,9
34,181,8
34,4921,5
34,3605,5
34,2717,4
34,651,6
34,5526,8
35,4926,7
35,1987,10
35,1566,8
35,3962,6
35,6468,6
35,4823,7
35,393,7
35,5873,5
35,5772,9
35,963,2
36,1309,3
36,1631,5
36,3818,9
36,6849,6
36,1580,10
36,6747,7
36,1036,10
37,3874,5
37,2966,7
37,3017,8
37,2868,9
37,6765,10
37,5300,9
37,4629,6
37,131,8
38,6351,9
38,3145,6
38,5386,4
38,5286,8
38,3746,10
39,5927,7
39,5421,8
39,3076,10
39,2970,7
39,2797,9
39,735,1
39,1959,2
39,6337,7
39,642,9
39,4772,10
39,1021,9
39,6406,6
39,3668,9
39,2674,3
39,3933,6
39,5000,10
39,5168,1
39,3726,10
39,1685,10
40,3562,9
40,6438,5
40,3375,7
40,6209,5
40,6480,5
40,5269,8
40,6135,8
40,1121,1
40,5153,2
41,4271,5
41,6383,10
41,956,3
41,4065,8
41,3085,10
41,914,9
41,1335,9
41,2989,9
41,6765,8
41,6621,10
41,155,7
41,2572,9
41,3945,6
41,5461,3
42,3086,5
42,1430,8
42,1403,5
42,1533,10
42,779,9
42,5841,7
42,3256,10
42,2550,9
42,4974,10
42,6848,6
43,175,9
43,2025,9
43,5710,4
43,4846,8
43,69,4
43,76,9
44,4858,8
44,4660,9
44,1098,10
44,3269,10
44,1808,8
44,1319,9
44,5138,9
44,5449,7
45,3982,3
45,4281,3
45,3074,5
45,4508,8
45,5777,5
45,3351,4
45,4715,8
45,5479,3
45,258,2
45,4205,6
45,2476,9
45,4259,8
45,5929,6
45,6534,9
45,6185,7
46,1543,7
46,771,8
46,4518,4
46,400,9
46,4101,8
46,1073,10
46,6453,2
47,413,9
47,1897,5
47,3069,2
47,3493,7
47,2859,9
47,6482,9
47,835,8
47,6149,10
47,106,10
48,2697,10
48,3357,8
48,4833,9
48,6618,7
48,5648,8
48,5008,7
48,1717,8
48,2488,1
48,648,4
48,3578,6
48,1873,7
48,4512,7
48,5299,8
48,2350,6
48,4155,3
48,5566,7
48,5389,8
49,6991,3
49,2251,9
49,4456,5
49,2443,2
49,6210,1
50,6613,9
50,5054,7
50,4969,6
50,1769,10
50,5319,5
50,320,3
50,1912,6
50,1966,2
50,2964,6
50,2390,9
50,6750,5
50,6030,3
50,6029,4
50,2888,5
50,2339,9
50,6632,3
50,5439,7
50,3990,7
51,6405,5
51,1072,8
51,1070,9
51,4442,10
51,2539,3
51,3561,6
51,1673,7
52,5312,9
52,5804,8
52,1504,9
52,6643,10
52,6513,5
52,2951,7
52,519,6
52,3012,9
52,1231,8
52,2019,9
52,180,7
52,5515,10
52,410,1
52,1719,9
52,3153,10
52,6453,8
52,6917,8
52,2996,8
52,681,8
52,3408,4
53,4576,4
53,6933,7
53,2495,10
53,6131,10
53,77,9
54,521,10
54,3013,10
54,4000,7
54,3823,10
54,3542,6
54,1540,1
54,4065,6
54,2925,8
54,1763,9
54,1777,9
54,2764,4
54,4118,6
54,4789,9
54,3314,1
54,3764,7
54,1780,3
54,1299,8
55,4108,8
55,4040,9
55,310,10
55,6527,7
55,3691,10
56,5713,10
56,6406,7
56,2100,8
56,5336,7
56,5304,9
56,3829,10
56,4700,10
56,1866,5
56,1596,8
56,3067,3
56,5646,9
56,2532,8
57,2951,9
57,1284,9
57,1841,7
57,5046,2
57,1587,5
57,1331,1
58,4090,9
58,5436,4
58,3580,7
58,1804,5
58,5766,7
58,3450,2
58,1648,9
58,3669,9
58,1829,7
59,4128,10
59,2185,8
59,5083,10
59,1195,3
59,1863,7
59,2248,5
60,2237,1
60,2689,2
60,2676,9
60,1702,8
60,1127,10
60,4001,2
60,6042,8
60,1658,10
60,3369,7
60,730,4
60,2347,3
60,4774,9
61,4678,7
61,4405,9
61,3578,7
61,2341,5
61,103,2
61,2130,10
61,3516,3
61,1354,6
61,4738,7
61,6413,10
61,2114,7
61,4409,4
61,6266,7
61,684,8
61,4703,8
61,2632,7
61,5619,9
61,6862,1
61,6448,8
61,5691,9
62,5463,9
62,1954,10
62,2917,2
62,479,4
62,4124,3
62,1863,8
62,4769,8
62,2581,8
62,2119,9
62,4999,6
62,1430,3
62,4830,10
63,2047,8
63,5982,1
63,1456,10
63,2976,6
63,1843,8
64,6711,10
64,890,9
64,3297,7
64,241,10
64,1307,10
64,1807,8
64,617,6
64,2799,8
64,852,6
64,5144,7
64,2101,5
64,6128,9
65,3378,7
65,5068,7
65,2513,10
65,4669,5
65,634,7
66,241,7
66,1509,10
66,3782,5
66,5043,8
66,4317,6
66,2723,8
66,4739,2
66,1028,4
66,4705,4
66,1906,9
66,2808,7
66,6287,9
66,588,5
67,3523,9
67,405,8
67,2839,7
67,737,5
67,2451,9
67,865,9
67,418,10
67,47,2
67,2721,9
67,6360,9
67,6150,9
67,5785,8
67,3749,8
67,6620,10
67,3922,8
67,3973,9
67,1263,10
68,1330,8
68,5946,7
68,4005,1
68,6319,5
68,2449,7
68,5120,5
68,2325,10
68,2317,8
68,5055,7
68,4307,6
68,5179,10
68,3390,2
68,6079,8
68,4432,8
68,6185,5
68,1219,4
68,2711,1
68,4169,5
68,5882,9
69,6143,9
69,4811,9
69,2885,10
69,614,10
69,5795,10
69,3631,5
69,4273,7
69,710,9
69,3704,7
69,3422,8
69,1806,6
70,3173,8
70,5618,8
70,4414,6
70,5174,10
70,228,10
70,2834,1
70,4726,4
70,3542,10
70,4941,6
70,3562,3
70,3909,3
70,3111,6
70,4398,6
70,5699,9
70,624,9
70,6655,8
70,2508,7
70,3538,7
71,5702,8
71,2399,8
71,1499,8
71,3584,3
71,2746,7
71,3424,10
71,2719,5
72,6210,10
72,4292,9
72,3278,9
72,6288,7
72,2544,10
72,6389,6
72,6606,8
72,4054,6
72,6961,9
72,5992,1
72,3756,5
72,4977,9
73,6008,9
73,93,3
73,2314,7
73,3193,8
73,1294,4
73,2648,9
73,3530,6
73,3408,7
73,1624,1
73,79,9
73,5884,9
73,6295,5
73,2023,5
73,2598,9
73,5608,10
73,2122,9
74,6042,8
74,1235,8
74,1072,10
74,944,7
74,515,4
74,1596,9
74,4134,3
74,3108,9
74,2296,5
74,6691,10
74,6881,4
74,2374,3
74,1749,10
75,1476,9
75,5584,7
75,4654,8
75,3573,9
75,1107,9
75,65,10
75,4683,8
75,6872,8
75,1846,7
75,1282,9
75,765,9
75,3216,8
75,6775,10
75,865,7
75,4510,7
75,4207,1
76,1969,9
76,1131,7
76,4753,6
76,1550,9
76,5687,10
76,3463,8
76,1315,2
76,1412,10
76,1984,8
76,6179,10
76,6391,10
76,5237,3
76,5978,7
76,3845,8
76,2410,3
76,1962,8
77,1510,8
77,417,8
77,1559,7
77,4869,7
77,2296,7
77,6781,6
77,4478,6
77,771,9
77,618,5
77,20,9
77,2836,5
77,1070,9
77,998,1
77,2658,8
77,3111,10
77,6183,8
78,5227,8
78,5172,2
78,5825,1
78,2834,7
78,3017,8
78,2204,8
79,3887,3
79,4071,7
79,55,6
79,2683,9
79,1796,4
79,1939,7
79,2811,8
79,4862,5
79,3922,9
79,4427,8
79,2167,7
79,513,8
79,1854,9
79,1201,4
79,6863,3
79,193,7
79,18,7
79,1830,6
80,5266,4
80,2489,8
80,4473,8
80,6179,9
80,4481,6
80,1189,9
80,1162,7
80,4274,8
80,5047,9
80,3412,4
80,579,7
80,1502,9
80,5481,5
80,5077,7
80,2013,5
80,1310,10
80,4311,5
81,4491,1
81,3232,9
81,2669,5
81,6090,7
81,2224,10
81,1182,4
81,6170,9
81,1613,7
81,5408,3
81,4833,3
81,249,8
82,3376,9
82,1804,3
82,5230,8
82,5058,8
82,1167,6
82,3260,7
82,3929,9
82,2729,4
82,4182,3
82,410,8
82,4582,8
82,1665,3
82,6605,7
82,1165,10
83,2554,9
83,922,8
83,6359,9
83,3496,2
83,2656,6
83,186,1
83,3894,7
83,1863,9
83,1186,9
83,739,3
83,5270,2
83,5930,10
83,4127,7
83,4100,10
84,5156,2
84,2260,8
84,5746,6
84,4860,9
84,2699,8
84,3610,7
84,5726,1
84,1694,5
84,1081,7
84,2745,6
85,5919,8
85,5893,6
85,318,10
85,331,8
85,4001,7
85,1953,7
85,257,7
85,1030,9
85,491,9
85,3466,6
85,5803,4
86,6920,9
86,3139,3
86,6627,9
86,2959,6
86,2793,10
86,385,6
86,6971,7
86,6939,2
86,491,8
87,653,5
87,6231,8
87,4351,6
87,2036,5
87,1199,6
87,1952,8
87,1388,9
87,1898,9
87,2694,4
87,6133,6
87,3116,8
87,6015,9
87,3766,8
87,2141,5
87,2563,10
87,6664,9
87,5156,3
87,2108,2
87,4547,8
88,4676,7
88,4641,7
88,1507,9
88,987,7
88,3933,2
88,2463,7
88,2793,8
88,5494,5
88,2228,9
89,5704,7
89,3123,2
89,2281,9
89,5266,7
89,441,8
89,5569,3
89,3255,8
89,5323,9
89,6604,8
89,2823,9
89,6811,5
89,2144,9
89,4065,10
90,2490,2
90,1633,9
90,4154,8
90,3146,7
90,1641,7
90,4038,10
90,5109,7
90,1659,5
90,4108,4
90,5390,9
91,1940,8
91,2747,7
91,2156,9
91,2804,9
91,1315,7
92,2526,3
92,6502,8
92,4274,2
92,6607,7
92,4218,9
92,5950,8
92,6233,7
92,2180,8
92,6704,7
92,6762,4
92,5117,9
92,1919,8
93,2128,10
93,5022,9
93,817,9
93,1363,10
93,6047,5
93,3905,9
93,4952,9
93,1532,8
93,2263,9
93,2312,8
93,2262,4
93,4645,7
93,995,9
93,1011,3
93,5298,9
93,2525,1
93,5350,8
93,3045,7
94,4502,8
94,4864,7
94,2808,7
94,1677,9
94,5787,5
94,4677,2
94,3326,6
95,3669,7
95,2307,9
95,3689,8
95,5575,5
95,3816,3
95,3372,5
95,2256,9
95,1749,8
95,1548,10
95,5177,6
95,5157,9
95,5013,1
95,1406,9
95,6349,5
95,6027,7
95,6181,7
95,2302,9
95,492,5
95,396,7
95,264,4
96,1813,3
96,1635,7
96,972,7
96,2,3
96,4127,9
96,2669,7
96,5922,9
96,3939,9
96,295,6
97,2613,2
97,3253,10
97,3896,9
97,2781,10
97,6215,8
97,1308,7
97,4595,9
97,741,8
97,5010,10
97,1843,8
97,4963,8
97,4658,9
97,3274,7
97,4626,7
97,6837,8
97,4084,7
97,4980,5
97,2555,10
97,6575,6
98,369,8
98,4233,9
98,1503,10
98,4185,8
98,1591,8
98,6774,4
98,14,10
98,5840,10
98,905,10
98,1023,9
98,6479,8
98,4377,9
98,6256,3
98,6058,7
98,5106,6
98,2974,10
98,1208,8
99,2963,7
99,4397,6
99,5917,8
99,802,6
99,3374,4
99,5608,8
99,1570,2
100,3743,7
100,6843,3
100,5805,10
100,2086,7
100,513,8
100,2567,9
100,5967,8
100,6859,10
100,4838,7
100,3653,8
100,432,3
100,4544,1
101,1502,7
101,5390,10
101,639,4
101,1937,7
101,4541,8
101,2643,6
101,4952,8
101,764,9
101,4321,4
101,1660,6
101,6166,9
101,4219,8
101,4101,10
102,3153,2
102,4219,10
102,4093,8
102,2773,9
102,6977,6
102,5409,9
102,5035,1
102,2925,6
102,2367,10
102,277,10
102,3156,8
102,3408,9
102,2251,5
102,2963,10
103,1566,5
103,141,9
103,6432,10
103,6574,7
103,4441,7
103,3632,4
103,2983,3
103,6363,6
103,4456,7
103,970,1
103,1768,9
104,2437,8
104,454,8
104,1028,8
104,4880,9
104,2050,8
104,2463,5
104,4144,7
104,5840,7
104,112,9
104,3820,6
104,244,7
104,341,4
105,5694,6
105,3941,9
105,4483,10
105,2649,4
105,6519,10
105,3587,6
105,6105,7
105,5208,5
105,2652,9
105,5860,8
105,2346,4
105,5921,7
105,6964,9
105,1580,7
105,2503,8
105,1877,6
105,6281,4
105,1129,8
105,2938,8
106,4870,9
106,3907,3
106,1721,9
106,5984,9
106,6961,7
106,6410,8
106,1843,10
106,4490,10
106,3482,8
106,477,8
106,4178,2
106,1516,10
106,2175,1
106,4457,4
106,4424,9
106,248,9
106,5309,1
106,265,10
107,6137,10
107,350,5
107,5196,5
107,1153,8
107,6897,6
107,2270,7
107,6775,9
107,6476,8
107,6709,9
107,4653,7
107,1984,5
108,3296,9
108,3766,9
108,4618,6
108,5801,8
108,6871,7
108,2344,8
108,341,7
108,5679,6
108,4891,10
108,3334,10
108,4029,9
108,2004,9
109,6550,3
109,6543,3
109,3354,3
109,119,10
109,2652,10
109,383,5
109,4911,8
109,3132,9
109,6159,10
109,4923,5
110,1640,9
110,4643,8
110,3757,9
110,4879,9
110,1919,8
110,4902,1
110,3185,9
110,6,5
110,3904,3
110,543,10
110,519,5
110,267,9
110,5704,3
110,6735,5
110,869,8
110,1961,9
110,1424,9
110,6341,9
111,1596,8
111,5004,7
111,5085,9
111,3854,10
111,2460,7
111,646,10
111,2617,9
112,113,3
112,401,8
112,1882,3
112,1027,1
112,5621,2
112,1480,8
112,3595,8
112,4749,6
112,5935,7
113,4639,8
113,176,8
113,3546,8
113,6755,8
113,1921,5
113,4752,3
113,4978,9
113,2365,8
113,1561,5
113,4987,10
113,2051,8
113,5156,9
113,1763,7
113,4762,9
114,2776,4
114,3232,7
114,1205,9
114,1112,9
114,6029,6
114,5309,6
114,3092,7
114,2750,7
114,4541,8
114,6155,8
114,5581,6
114,106,9
114,6621,10
114,935,9
114,4837,1
114,3060,10
114,2633,10
114,2180,3
114,4813,9
114,74,6
115,666,8
115,1704,4
115,5218,7
115,2976,5
115,2885,4
115,5984,2
115,3667,9
115,3555,9
115,6724,8
116,456,9
116,2307,8
116,5084,8
116,4743,2
116,2916,4
116,4250,4
116,5635,2
116,5231,8
116,6258,1
116,6514,8
116,1118,6
116,444,7
116,3836,10
116,3758,9
116,4267,7
116,1105,5
116,3037,6
117,1646,9
117,3765,9
117,5480,4
117,2436,7
117,2969,9
117,5566,5
117,3534,9
117,5818,6
117,4252,9
117,3288,9
117,504,10
117,4198,5
117,1529,9
117,5320,8
117,1667,8
117,618,8
117,3685,8
117,4819,5
118,1472,5
118,2266,7
118,3387,10
118,3295,7
118,3888,8
118,4978,10
118,4095,9
118,3670,6
118,3355,4
118,4799,8
118,5648,4
118,5968,4
118,5443,9
119,2778,8
119,6614,9
119,960,2
119,2547,10
119,3340,8
119,5143,7
119,903,10
119,2364,9
119,4969,9
119,6469,8
119,4587,9
119,847,4
119,6065,6
120,4565,7
120,6025,8
120,2921,7
120,3051,6
120,3033,2
120,4384,2
120,5219,7
120,4143,7
120,4473,9
120,387,7
120,4194,6
121,6544,10
121,4047,10
121,6092,9
121,1414,7
121,352,9
121,1113,7
121,5599,1
121,6927,9
121,3301,7
121,6741,10
121,1131,9
121,6734,9
121,1664,8
121,5374,10
121,6729,8
121,762,6
121,5709,8
122,5533,9
122,218,9
122,5032,8
122,3406,10
122,4220,8
122,552,2
122,1656,8
122,3833,9
123,4160,8
123,6447,8
123,5227,8
123,218,10
123,6705,4
123,384,7
123,5370,9
123,6034,4
123,6638,10
123,540,7
123,2401,6
124,3547,3
124,3570,9
124,4324,4
124,5246,9
124,1720,8
124,2510,4
124,485,8
124,1377,5
124,2403,10
124,3778,8
124,3873,7
124,3467,8
124,62,7
124,1146,8
124,5588,10
124,5002,7
124,6864,5
124,3949,9
125,390,9
125,6115,10
125,1882,9
125,3346,7
125,3691,8
125,3630,7
125,3237,2
125,5176,9
126,4452,8
126,3080,9
126,932,7
126,4927,6
126,4343,7
126,586,1
126,5085,1
126,1445,9
126,964,7
126,2380,8
126,5428,8
126,3267,10
126,1606,10
126,1734,9
126,3314,3
126,2750,9
126,6091,9
126,5282,7
127,270,9
127,3692,8
127,4640,10
127,5145,7
127,5697,6
127,584,10
127,3210,10
127,1190,10
127,5162,7
127,107,6
127,3091,1
127,5793,9
127,5219,6
127,1479,6
127,2195,8
127,1981,1
128,5950,8
128,2967,8
128,4128,10
128,2855,7
128,2494,7
128,4618,6
128,341,8
128,5578,7
128,5055,9
128,4934,9
128,5056,10
128,1195,6
128,243,6
129,6731,9
129,4195,1
129,813,1
129,5250,10
129,2599,10
129,4024,4
129,5713,10
129,5696,7
129,1598,9
129,3684,9
129,3111,10
129,3925,9
129,1087,9
130,139,5
130,3364,9
130,4251,7
130,6657,4
130,2683,2
130,102,9
130,5693,2
130,1626,7
130,2001,9
130,3588,10
130,3030,7
130,3317,3
130,4058,7
130,312,8
130,1599,2
130,200,3
130,6021,4
130,617,9
130,1500,7
130,1353,1
131,6717,10
131,3089,7
131,613,9
131,3983,10
131,3491,6
131,6326,10
131,6412,8
131,1045,9
131,364,9
131,4374,5
131,2567,9
131,1816,10
131,3758,9
131,4387,8
131,1131,10
132,2052,3
132,2147,1
132,5718,7
132,3691,10
132,6540,8
132,5884,1
132,6909,3
133,3176,8
133,2941,9
133,2466,10
133,2912,2
133,5842,2
133,6212,9
133,1416,8
133,3190,9
133,2986,9
133,217,7
133,3631,9
133,992,8
133,3104,6
133,343,7
133,182,6
133,5263,7
133,5484,6
133,742,10
133,3842,8
134,4579,5
134,6444,8
134,2717,6
134,676,10
134,2237,5
134,5621,7
134,1554,7
134,5107,8
134,40,7
134,3231,7
134,2514,6
134,5261,5
134,6381,8
134,157,9
135,387,7
135,3409,8
135,2555,5
135,5114,10
135,5485,8
135,2258,7
135,2492,8
135,627,7
136,3646,6
136,4671,5
136,2091,9
136,4447,9
136,1664,7
136,471,6
136,3650,9
136,3420,7
136,2602,10
136,102,10
136,3472,1
136,168,8
136,3495,7
137,1516,10
137,3239,8
137,5913,8
137,2604,10
137,3999,3
137,2786,9
137,2396,10
138,1816,7
138,1070,10
138,5834,9
138,4174,7
138,6253,8
138,173,8
138,690,9
138,5759,10
138,2729,10
138,645,7
138,948,4
138,3602,7
139,5395,9
139,815,9
139,3313,7
139,6756,7
139,459,9
139,1677,9
139,693,5
139,6227,3
139,5322,9
140,4615,8
140,5566,9
140,2213,1
140,4769,9
140,3784,9
140,6101,5
140,2322,6
140,3786,3
141,4144,8
141,1470,7
141,6935,10
141,39,5
141,2919,9
141,735,6
141,5158,9
141,2366,10
141,3960,7
141,6450,8
141,6224,8
141,5693,4
141,3512,10
141,5817,9
141,6538,10
141,936,7
141,5989,8
141,1762,10
142,2339,9
142,6657,3
142,1394,7
142,61,10
142,2838,9
142,824,8
142,4037,4
142,6236,8
142,1097,4
142,5120,8
142,5754,7
142,34,9
142,1019,9
142,4208,6
142,3255,7
142,2940,5
143,5573,8
143,1663,9
143,3495,5
143,2200,7
143,5492,7
143,3225,5
143,6514,7
143,1817,3
144,6061,3
144,2195,10
144,6247,10
144,6215,10
144,1931,8
144,3613,5
144,5433,8
144,3955,7
144,4828,1
144,5396,9
144,5721,6
144,2244,10
144,1115,8
144,5550,7
144,5719,9
144,5435,10
144,5242,10
145,3622,6
145,5117,9
145,6489,10
145,6138,8
145,6381,8
146,2402,9
146,169,3
146,1352,9
146,6557,8
146,445,10
146,2048,10
146,2302,7
146,3446,3
146,4666,7
146,1688,3
147,1189,8
147,158,7
147,586,7
147,6626,9
147,3652,5
147,3296,7
147,900,2
148,4041,9
148,892,10
148,464,2
148,6886,7
148,4548,8
148,1640,6
148,5221,2
148,120,5
148,1223,10
148,726,10
148,5163,7
148,5375,9
148,2681,8
148,4136,9
148,1089,7
148,3317,4
148,1679,8
148,5794,8
149,5036,5
149,1630,9
149,3466,2
149,57,7
149,658,8
149,2745,4
150,2196,10
150,2616,2
150,5381,8
150,1569,7
150,3040,7
150,723,10
150,6000,9
150,1503,8
150,1353,1
150,4167,8
150,2205,9
150,5636,9
150,4357,5
151,856,10
151,6958,7
151,1157,9
151,3221,2
151,149,8
151,4394,10
151,1093,8
151,2358,7
151,6896,8
151,5638,9
152,4317,7
152,4674,9
152,1924,7
152,6459,8
152,3352,8
152,4554,2
153,1815,8
153,6666,8
153,3776,3
153,5471,7
153,3297,10
153,5280,5
153,6660,9
153,4143,8
153,2821,10
153,3436,7
153,1781,7
153,3295,8
153,3431,9
153,1436,7
153,4794,9
153,6768,10
153,2205,10
153,1231,7
154,4127,2
154,5846,8
154,5071,5
154,5062,10
154,3029,4
154,2761,4
154,744,3
154,6200,10
154,2838,9
154,6764,8
154,3544,9
154,884,9
154,5647,9
155,4821,1
155,6805,3
155,1561,8
155,3157,8
155,2369,8
155,6346,3
155,3360,7
155,6676,9
155,2473,6
155,5308,2
155,728,7
156,2319,10
156,6146,6
156,3393,7
156,5246,5
156,6138,8
156,2134,9
156,2294,2
156,1184,4
156,870,9
156,6070,10
156,6719,4
156,6733,6
156,6644,8
156,6582,8
156,3455,9
156,6706,2
156,6726,3
157,2724,10
157,4666,8
157,2208,3
157,1348,9
157,884,9
157,2678,10
157,515,7
157,418,8
157,2318,6
157,5597,10
157,6027,6
157,4025,6
157,841,4
157,5012,3
157,4046,7
158,2671,10
158,2634,6
158,6637,1
158,1470,2
158,4312,7
158,2107,4
158,625,10
158,405,9
158,4723,9
158,2644,9
158,5482,10
158,571,10
158,2693,6
158,2563,8
158,5507,10
159,5901,10
159,6998,7
159,5623,3
159,4798,6
159,1710,9
159,177,9
159,2757,3
159,2885,7
159,737,10
159,6519,8
159,4871,9
159,1255,8
159,3852,6
159,4660,10
159,3006,10
159,5087,10
