id_product,name_product,description,category,img
msi-thin-15-b12ucx-i5-2046vn,MSI Gaming Thin 15 B12UCX i5 12450H (2046VN),"Sự kết hợp hoàn hảo giữa bộ vi xử lý Intel Gen 12 mạnh mẽ và card đồ họa NVIDIA 20 series tiên tiến biến laptop MSI Gaming Thin 15 B12UCX i5 12450H (2046VN) thành cỗ máy chiến game và sáng tạo nội dung đích thực, đáp ứng mọi nhu cầu sử dụng của người dùng. • Laptop MSI Gaming Thin được trang bị bộ vi xử lý Intel Core i5 12450H với 8 nhân, 12 luồng cung cấp tốc độ xử lý ấn tượng giúp bạn hoàn thành mọi tác vụ một cách nhanh chóng và hiệu quả, dù là những công việc đòi hỏi khả năng tính toán cao hay những tựa game AAA nặng đô. • Card đồ họa NVIDIA GeForce RTX 2050 với bộ nhớ 4 GB cho bạn tận hưởng hình ảnh, đồ hoạ nét, mượt mà trong game và các ứng dụng đồ họa, đồng thời chiến mượt mọi tựa game yêu thích. • Dung lượng RAM 16 GB cho phép bạn mở nhiều ứng dụng cùng lúc, chuyển đổi qua lại linh hoạt mà không lo hiện tượng giật lag hay đơ máy. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326124/msi-thin-15-b12ucx-i5-2046vn-140225-102530-055-600x600.jpg
hp-15-fd0303tu-i3-a2nl4pa,HP 15 fd0303TU i3 1315U (A2NL4PA),"Nếu bạn đang tìm kiếm một chiếc laptop HP cơ bản để phục vụ cho việc học hoặc làm việc văn phòng đến thiết kế đồ họa nhẹ nhàng thì còn chần chừ gì nữa mà không tham khảo ngay laptop HP 15 fd0303TU i3 1315U (A2NL4PA). Sản phẩm này ngoại hình hiện đại, gọn gàng sẵn sàng đồng hành cùng bạn ở bất kì đâu. • Với 6 nhân 8 luồng xử lý, chip Intel Core i3 Raptor Lake - 1315U dư sức xử lý mượt mà các tác vụ văn phòng hàng ngày như soạn thảo văn bản trên Word, bảng tính trên Excel, lập trình cơ bản,... Đi kèm với là card đồ họa tích hợp Intel UHD Graphics, cho phép bạn chỉnh sửa ảnh 2D cơ bản trên Photoshop, Canva,... một cách hiệu quả. • Laptop HP được trang bị RAM 8 GB giúp thực hiện đa nhiệm trơn tru, thoải mái mở nhiều ứng dụng cùng lúc mà không lo máy bị giật lag hay đơ. Bạn có thể mở nhiều tab Chrome, sử dụng các phần mềm văn phòng, chỉnh sửa ảnh,... đồng thời mà vẫn đảm bảo hiệu năng mượt mà. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326050/hp-15-fd0303tu-i3-a2nl4pa-170225-110423-551-600x600.jpg
dell-inspiron-15-3520-i5-25p231,Dell Inspiron 15 3520 i5 1235U (25P2312),"Laptop Dell Inspiron 15 3520 i5 1235U (25P231) hoàn toàn sở hữu mọi yếu tố mà một người dùng cá nhân cơ bản cần, hiệu năng ổn định từ con chip Intel i5, RAM 16 GB, màn hình 15.6 inch thoải mái cũng như sở hữu một mức giá lý tưởng tại Thế Giới Di Động. • Vỏ của mẫu laptop Dell được chế tác với nhựa cứng cáp, các bề mặt được ghép nối chắc chắn với nhau tạo nên kết cấu vững chắc, bạn có thể yên tâm hơn nếu có lỡ xảy ra va đập nhẹ. Khối lượng tổng thể của máy là 1.9 kg, không quá nặng để hầu hết mọi người dùng có thể mang theo cả ngày bên mình. • HD webcam hỗ trợ người dùng có thể làm việc từ xa thông qua các nền tảng trực tuyến nhanh chóng mà không phải kết nối thêm với các thiết bị bên ngoài. • Thiết bị có đầy đủ cổng giao tiếp thông dụng mà bạn cần như: HDMI, USB 2.0, Jack tai nghe 3.5 mm, USB 3.2 và khe SD cho phép kết nối với nhiều thiết bị ngoại vi khác nhau phục vụ cho công việc. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/321192/dell-inspiron-15-3520-i5-25p231-thumb-638754902669914908-600x600.jpg
asus-vivobook-16-x1605va-i5-mb360w,Asus Vivobook 16 X1605VA i5 1335U (MB360W),"Laptop Asus Vivobook 16 X1605VA i5 1335U (MB360W) là khi sức mạnh gặp sang trọng được gói gọn trong một con laptop văn phòng với giá cả hợp lý đáp ứng cho bạn đầy đủ nhu cầu làm việc hay giải trí của người dùng từ chip Intel Gen 13 đến bộ nhớ RAM 16 GB. Thiết kế sang trọng Với vẻ ngoài sang trọng và được hoàn thiện bởi gam màu bạc, chiếc laptop Asus Vivobook này có phần mặt A được khắc nổi logo thu hút và nổi bật mang đến một sự kết hợp hoàn hảo giữa kiểu dáng thanh lịch và hiện đại. Đồng thời về độ bền thì đạt chứng nhận chuẩn quân đội MIL STD 810H giúp đảm bảo độ bền bỉ của máy trong mọi điều kiện sử dụng vì thế mà mình có thể cảm nhận được sự chắc chắn ngay từ cảm giác cầm đầu tiên mặc dù phần vỏ ngoài từ nhựa. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/309375/asus-vivobook-16-x1605va-i5-mb360w-250225-022408-338-600x600.jpg
apple-macbook-air-2020-mgn63saa,MacBook Air 13 inch M1 8GB/256GB,"Laptop Apple MacBook Air M1 2020 thuộc dòng laptop cao cấp sang trọng có cấu hình mạnh mẽ, chinh phục được các tính năng văn phòng lẫn đồ hoạ mà bạn mong muốn, thời lượng pin dài, thiết kế mỏng nhẹ sẽ đáp ứng tốt các nhu cầu làm việc của bạn. Chip Apple M1 tốc độ xử lý nhanh gấp 3.5 lần thế hệ trước Chiếc MacBook này được trang bị con chip Apple M1 được sản xuất độc quyền bởi Nhà Táo trên tiến trình 5 nm, 8 lõi bao gồm 4 lõi tiết kiệm điện và 4 lõi hiệu suất cao, mang đến một hiệu năng kinh ngạc, xử lý mọi tác vụ văn phòng một cách mượt mà như Word, Excel, Powerpoint,... thực hiện tốt các nhiệm vụ chỉnh sửa hình ảnh, kết xuất 2D trên các phần mềm Photoshop, AI,... máy còn hỗ trợ tiết kiệm được điện năng cao. Xem thêm",laptop,https://cdn.tgdd.vn/Products/Images/44/231244/231244-600x600.jpg
acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,Acer Aspire 3 A314 42P R3B3 R7 5700U (NX.KSFSV.001),"Mẫu máy tính xách tay văn phòng quốc dân, laptop Acer Aspire 3 A314 42P R3B3 R7 5700U (NX.KSFSV.001) với bộ thông số cấu hình ổn định cho mọi công việc và giải trí cá nhân, kiểu dáng thanh lịch cùng kích thước nhỏ gọn là sự lựa chọn hoàn hảo theo xu thế ngày nay. • Bộ vi xử lý AMD Ryzen 7 5700U với xung nhịp cao nhất đạt 4.3 GHz đi cùng với GPU AMD Radeon Graphics mang lại khả năng đa nhiệm hoàn hảo cho các tác vụ công việc thường ngày như soạn thảo văn bản, tính Excel hay giải trí, xem phim, lướt web,... đều không thành vấn đề. • Thậm chí, với cấu hình trên bạn hoàn toàn có thể thực hiện thiết kế banner, poster trên Photoshop, Ai,... chơi các tựa game nhẹ và chạy code thoải mái. • RAM 16 GB LPDDR4X cung cấp hiệu suất vận hành vô cùng linh động, mở đồng thời nhiều tab trình duyệt mà không sợ bị ảnh hưởng đến tốc độ phản hồi. Ổ cứng của mở ra không gian lưu trữ đủ đầy cho mọi tài liệu và tập tin của bạn. Bạn còn có thể tháo lắp ổ SSD và thực hiện nâng cấp dung lượng lên tối đa . Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322222/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001-thumb-638754904905578083-600x600.jpg
lenovo-ideapad-slim-3-15irh10-i7-83k1000fvn,Lenovo IdeaPad Slim 3 15IRH10 i7 13620H (83K1000FVN),"Chiếc laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H (83K1000FVN) lý tưởng cho học sinh, sinh viên và nhân viên văn phòng đang tìm kiếm một thiết bị mạnh mẽ, thiết kế mỏng nhẹ và màn hình sắc nét. Với bộ vi xử lý Intel Core i7 thế hệ 13, chiếc laptop này hứa hẹn mang đến hiệu năng vượt trội, đáp ứng mọi nhu cầu từ học tập, làm việc đến giải trí. Đây chắc chắn là một lựa chọn đáng cân nhắc trong phân khúc laptop tầm trung. Sức mạnh vượt trội, cân mọi tác vụ với Intel Core i7 Trái tim của chiếc laptop này là bộ vi xử lý Intel Core i7 Raptor Lake - 13620H, với 10 nhân và 16 luồng, tốc độ xung nhịp cơ bản và có thể đạt tối đa nhờ Turbo Boost. Sức mạnh này cho phép máy xử lý mượt mà các tác vụ từ cơ bản đến nâng cao như soạn thảo văn bản, duyệt web, chỉnh sửa ảnh, video và chơi game. Card đồ họa tích hợp cũng đủ sức đáp ứng nhu cầu giải trí nhẹ nhàng và làm việc với các ứng dụng đồ họa không quá nặng. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334446/lenovo-ideapad-slim-3-15irh10-i7-83k1000fvn-638775476922755568-600x600.jpg
msi-modern-15-f13mg-i5-082vn,MSI Modern 15 F13MG i5 1335U (082VN),"Laptop học tập và văn phòng luôn là dòng sản phẩm được ưa chuộng bởi tính tiện dụng, hiệu năng ổn định và phù hợp với nhu cầu đa dạng. Trong đó, laptop MSI Modern 15 F13MG i5 1335U (082VN) nổi bật như một lựa chọn hoàn hảo với thiết kế tinh tế, cấu hình mạnh mẽ và giá cả hợp lý, đáp ứng nhu cầu từ học sinh, sinh viên đến nhân viên văn phòng. Hãy cùng khám phá những ưu điểm nổi bật của chiếc máy tính xách tay này tại Thế Giới Di Động. • MSI Modern 15 được trang bị bộ vi xử lý Intel Core i5 1335U, một mẫu chip thuộc dòng tiết kiệm điện tốt từ nhà Intel, kết hợp cùng card đồ họa tích hợp Intel Iris Xe Graphics. Sự kết hợp này không chỉ đảm bảo khả năng xử lý mượt mà các tác vụ văn phòng như Word, Excel, PowerPoint mà còn có thể đáp ứng tốt các nhu cầu cao hơn như chạy code, chỉnh sửa hình ảnh bằng Photoshop hoặc Adobe Illustrator và thậm chí chơi một số tựa game nhẹ. Xem thêm",laptop,https://cdn.tgdd.vn/Products/Images/44/331362/TimerThumb/msi-modern-15-f13mg-i5-082vn-(2).png
hp-245-g10-r5-a20tdpt,HP 245 G10 R5 7530U (A20TDPT),"Nếu bạn tìm kiếm cho mình chiếc laptop học tập - văn phòng, xử lý mượt mà đa dạng tác vụ trong học tập và công việc hằng ngày, laptop HP 245 G10 R5 7530U (A20TDPT) sẽ là lựa chọn hợp lý dành cho bạn nhờ sở hữu chip AMD Ryzen 5 7000 series, RAM hay bộ nhớ ổn định cùng thiết kế tinh giản, hiện đại vô cùng. • Laptop sẽ giúp bạn hoàn thành mọi tác vụ từ soạn thảo văn bản, làm PowerPoint, nhập liệu,... đến chỉnh sửa hình ảnh, video cơ bản trên Canva nhờ CPU AMD Ryzen 5 7530U cho 6 nhân, 12 luồng mạnh mẽ. Kết hợp với đó là card AMD Radeon Graphics, hỗ trợ tốt về đồ hoạ của máy cho hiển thị rõ nét, mượt hơn khi thiết kế thông dụng, chơi game cấu hình nhẹ hay xem phim. • RAM 8 GB cho khả năng đa nhiệm ổn định, bạn có thể vừa nghe nhạc vừa thiết kế mà ít bị giật lag. Nhằm tối ưu hiệu suất của bạn máy còn trang bị thêm khe trống và có thể nâng cấp lên tối đa . Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326049/hp-245-g10-r5-a20tdpt-170225-110347-587-600x600.jpg
asus-vivobook-16-x1605va-i7-mb1875ws,Asus Vivobook 16 X1605VA i7 13620H (MB1875WS),"Nếu bạn đang tìm kiếm một chiếc laptop hiệu suất cao cho công việc văn phòng, học tập hoặc sáng tạo nội dung, laptop Asus Vivobook 16 X1605VA i7 13620H (MB1875WS) chính là một lựa chọn đáng cân nhắc. Với cấu hình mạnh mẽ, thiết kế hiện đại và nhiều tính năng hữu ích, chiếc laptop này đáp ứng tốt mọi nhu cầu từ cơ bản đến nâng cao. ""Cân"" mọi tác vụ với sức mạnh từ Gen 13 Laptop Asus Vivobook được trang bị Intel Core i7 Raptor Lake - 13620H – con chip thế hệ mới với 10 nhân 16 luồng, mang đến khả năng xử lý mượt mà ngay cả với các tác vụ đòi hỏi hiệu suất cao. Với tốc độ tối đa lên đến 4.9 GHz, máy có thể chạy tốt các ứng dụng văn phòng, phần mềm chỉnh sửa ảnh, lập trình hay thậm chí là xử lý video cơ bản. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334795/asus-vivobook-16-x1605va-i7-mb1875ws-160625-101200-046-600x600.jpg
lenovo-ideapad-slim-3-16irh10-i5-83k20003vn,Lenovo Ideapad Slim 3 16IRH10 i5 13420H (83K20003VN),"Chào mừng các bạn học sinh, sinh viên và nhân viên văn phòng đến với bài đánh giá chi tiết về chiếc laptop Lenovo Ideapad Slim 3 16IRH10 i5 13420H (83K20003VN). Đây không chỉ là một chiếc laptop thông thường, mà còn là một trợ thủ đắc lực, người bạn đồng hành lý tưởng cho công việc và học tập nhờ hiệu năng mạnh mẽ và thiết kế mỏng nhẹ. Với mức giá cực kỳ hợp lý, đây chắc chắn là một lựa chọn đáng cân nhắc trong phân khúc laptop học tập - văn phòng hiện nay. ""Cân"" mọi tác vụ với sức mạnh vượt trội từ Intel Gen 13 Chiếc laptop này được trang bị bộ vi xử lý Intel Core i5 Raptor Lake - 13420H với 8 nhân và 12 luồng, tốc độ xung nhịp cơ bản và có thể đạt tối đa nhờ Turbo Boost. Với cấu hình này, bạn hoàn toàn có thể xử lý mượt mà các tác vụ văn phòng hàng ngày, từ soạn thảo văn bản, duyệt web, đến các công việc thiết kế đồ họa 2D hoặc chỉnh sửa video cơ bản. Card tích hợp cũng đáp ứng tốt nhu cầu giải trí nhẹ nhàng như xem phim, nghe nhạc và chơi các game online phổ biến. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334450/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn-638775477302248017-600x600.jpg
dell-inspiron-15-3520-i7-n5i7125w1,Dell Inspiron 15 3520 i7 1255U (N5I7125W1),"Nếu bạn đang tìm kiếm một chiếc laptop văn phòng vừa mạnh mẽ vừa tiện dụng, laptop Dell Inspiron 15 3520 i7 1255U (N5I7125W1) chính là lựa chọn đáng cân nhắc. Với hiệu suất ấn tượng, màn hình rộng sắc nét và thiết kế hiện đại, sản phẩm này sẽ là trợ thủ đắc lực cho công việc lẫn giải trí của bạn. • Laptop Dell được trang bị vi xử lý Intel Core i7 Alder Lake - 1255U, kết hợp với card đồ họa Intel Iris Xe Graphics, mang đến hiệu năng ổn định để xử lý mượt mà các tác vụ văn phòng như soạn thảo tài liệu, làm bảng tính hay thiết kế slide. Không chỉ vậy, card đồ họa tích hợp còn hỗ trợ hiển thị hình ảnh mượt mà, giúp bạn dễ dàng chỉnh sửa ảnh, video cơ bản và tận hưởng trải nghiệm giải trí sắc nét. • Dung lượng RAM 16 GB DDR4 đảm bảo khả năng đa nhiệm vượt trội, giúp bạn làm việc với nhiều ứng dụng cùng lúc mà không lo giật lag. Ổ cứng không chỉ tăng tốc độ khởi động máy, mở phần mềm tức thì mà còn có thể nâng cấp lên  đáp ứng nhu cầu lưu trữ dữ liệu lớn hơn của người dùng. Xem thêm",laptop,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333105/dell-inspiron-15-3520-i7-n5i7125w1-thumb-638760098504371682-600x600.jpg
