id_product,name_product,description
huawei-watch-gt-5-46mm-vien-thep-day-da,Huawei Watch GT 5 46mm viền thép dây da,"Huawei Watch GT 5 46mm là một chiếc đồng hồ thông minh mang lại sự kết hợp hoàn hảo giữa thiết kế sang trọng và các tính năng hiện đại. Đây không chỉ là một phụ kiện thời trang, mà còn là một thiết bị hỗ trợ toàn diện cho sức khỏe và lối sống của người dùng. Nếu bạn đang tìm kiếm một chiếc đồng hồ thông minh với hiệu suất mạnh mẽ và pin lâu dài, Huawei Watch GT 5 chắc chắn sẽ là lựa chọn không thể bỏ qua. Thiết kế tinh xảo, sang trọng và bền bỉ Đồng hồ thông minh Huawei được thiết kế với sự tinh tế, kết hợp hài hòa giữa phong cách cổ điển và hiện đại. Mặt đồng hồ tròn mang nét cổ điển, cùng với khung viền bằng thép không gỉ tạo nên vẻ ngoài chắc chắn nhưng vẫn sang trọng. Chất liệu dây da cao cấp không chỉ mang đến sự lịch lãm mà còn đảm bảo sự thoải mái khi đeo trong thời gian dài. Xem thêm"
huawei-watch-gt-5-46mm-vien-thep-day-woven,Huawei Watch GT 5 46mm viền thép dây Woven,"Huawei Watch GT 5 46mm viền thép dây Woven là một tác phẩm nghệ thuật công nghệ, kết hợp hài hòa giữa vẻ đẹp thẩm mỹ và những tính năng thông minh. Không chỉ là một phụ kiện thời thượng, chiếc đồng hồ này còn là người bạn đồng hành đắc lực, hỗ trợ bạn theo dõi sức khỏe, nâng cao chất lượng cuộc sống. Với thời lượng pin ấn tượng, Huawei Watch GT 5 chắc chắn sẽ đáp ứng mọi nhu cầu của bạn, ngay cả trong những chuyến đi dài. Thiết kế sang trọng và bền bỉ Huawei Watch GT 5 Series sở hữu thiết kế cao cấp, thời thượng với viền thép không gỉ cao cấp, mang lại sự bền bỉ và sang trọng cho người đeo. Mặt đồng hồ được bảo vệ bởi chắc chắn, chống trầy xước và va đập, giúp giữ vẻ ngoài hoàn hảo trong mọi hoạt động hàng ngày. Xem thêm"
huawei-watch-gt-5-pro-46mm-day-titanium,Huawei Watch GT 5 Pro 46mm viền Titanium dây Titanium,"Đồng hồ thông minh Huawei Watch GT 5 Pro dây Titanium là sự kết hợp hoàn hảo giữa thiết kế sang trọng và công nghệ hiện đại. Với diện mạo mạnh mẽ, khung viền Titanium chống trầy xước và độ bền cao, GT 5 Pro không chỉ bền bỉ mà còn toát lên vẻ đẳng cấp. Đồng hồ sở hữu các tính năng vượt trội như đo điện tâm đồ (ECG), theo dõi sức khỏe, quản lý giấc ngủ và chế độ luyện tập chuyên sâu, giúp bạn dễ dàng kiểm soát sức khỏe và cải thiện lối sống hằng ngày. Pin bền bỉ lên đến 14 ngày cho phép bạn yên tâm sử dụng mà không cần sạc thường xuyên. Thiết kế cao cấp và bền bỉ Xem thêm"
huawei-watch-gt-5-41mm-vien-thep-day-woven,Huawei Watch GT 5 41mm viền thép dây Woven,"Huawei Watch GT 5 41mm viền thép dây Woven mang đến sự kết hợp hoàn hảo giữa phong cách thời trang và hiệu suất mạnh mẽ. Sản phẩm không chỉ là một công cụ theo dõi sức khỏe vượt trội, mà còn tích hợp tính năng hỗ trợ luyện tập thể thao chuyên nghiệp và khả năng kết nối thông minh. Đây sẽ là một người bạn đồng hành đáng tin cậy trong mọi hoạt động hàng ngày của người dùng. Thiết kế sang trọng, tinh tế đến từng chi tiết Đồng hồ thông minh Huawei sở hữu một thiết kế vừa cổ điển vừa hiện đại, thu hút ánh nhìn ngay từ cái nhìn đầu tiên. Mặt đồng hồ tròn cổ điển được làm bằng thép không gỉ sáng bóng, bề mặt phủ lớp kính cường lực cứng cáp tạo nên sự thanh lịch và bền bỉ. Xem thêm"
huawei-watch-gt-5-pro-42mm-vien-gom-day-cao-su,Huawei Watch GT 5 Pro 42mm viền gốm dây cao su,"Huawei Watch GT 5 Pro 42mm dây cao su là một tuyệt tác công nghệ và thời trang. Với thiết kế thanh lịch, viền gốm sang trọng và dây đeo cao su mềm mại, chiếc đồng hồ này không chỉ là một phụ kiện thời thượng mà còn là người bạn đồng hành đắc lực trong việc theo dõi sức khỏe, luyện tập thể thao và cuộc sống hằng ngày cho người dùng. Thiết kế sang trọng, thời thượng từ vật liệu cao cấp Là sự kết hợp hoàn hảo giữa phong cách thời trang và tính năng hiện đại với viền gốm tinh thể nano sang trọng, kết hợp mặt kính Sapphire cao cấp, đồng hồ thông minh Huawei không chỉ bền bỉ mà còn mang đến cảm giác thanh lịch và tinh tế, khả năng chống trầy xước hiệu quả giúp đồng hồ luôn sáng bóng như mới. Xem thêm"
huawei-watch-d2-day-da,Huawei Watch D2 48mm dây da,"Huawei Watch D2 dây da là sản phẩm đồng hồ thông minh hiện đại, mang thiết kế tinh tế và tích hợp nhiều tính năng tiên tiến, đáp ứng nhu cầu chăm sóc sức khỏe và hỗ trợ tối ưu cho người dùng trong cả hoạt động hàng ngày và quá trình tập luyện. Điểm nhấn của Huawei Watch D2 chính là khả năng đo huyết áp liên tục (ABPM) và theo dõi điện tâm đồ (ECG), giúp người dùng quản lý sức khỏe một cách hiệu quả và chủ động hơn. Ngoài ra, đồng hồ còn đi kèm nhiều tính năng thông minh khác, mang lại tiện ích đa dạng trong việc chăm sóc sức khỏe tổng thể và quản lý lối sống. Thiết kế mỏng nhẹ, màn hình sắc nét Xem thêm"
huawei-watch-gt-5-pro-42mm-vien-gom-day-gom,Huawei Watch GT 5 Pro 42mm viền gốm dây gốm,"Huawei Watch GT 5 Pro 42mm là sự kết hợp tuyệt vời giữa công nghệ hiện đại và thời trang cao cấp. Với thiết kế tinh tế cùng vật liệu cao cấp, chiếc đồng hồ này không chỉ đóng vai trò là phụ kiện sành điệu mà còn trở thành trợ thủ đắc lực cho người dùng trong việc chăm sóc sức khỏe, luyện tập thể thao và hỗ trợ cuộc sống hằng ngày. Thiết kế sang trọng từ chất liệu cao cấp Huawei Watch GT 5 Pro nổi bật với chất liệu viền và dây gốm tinh thể nano cao cấp, mang đến vẻ đẹp và độ bền ấn tượng. Viền gốm tinh thể nano là một bước tiến công nghệ trong ngành sản xuất đồng hồ, được chế tạo từ những hạt gốm siêu mịn có kích thước nanomet, mang lại cho sản phẩm độ sáng bóng và khả năng chống trầy xước vượt trội. Chất liệu này không chỉ chống ăn mòn tốt hơn so với các vật liệu truyền thống mà còn giữ được độ bền và độ sáng qua thời gian sử dụng. Xem thêm"
apple-watch-s10,Apple Watch Series 10 42mm viền nhôm dây thể thao,"Trong sự kiện ra mắt sản phẩm mới It's Glowtime tháng 9/2024, bên cạnh các dòng iPhone 16 thì Apple Watch Series 10 42mm - một bước tiến mới trong các dòng smartwatch của nhà Apple cũng được trình làng. Với màn hình OLED lớn và sáng vượt trội, cùng với hàng loạt tính năng sức khỏe và thể thao tiên tiến, chiếc đồng hồ này không chỉ là một phụ kiện thời trang mà còn là một trợ thủ đắc lực cho cuộc sống hiện đại. Mang phong cách thiết kế tối giản, sang trọng Apple Watch Series 10 sở hữu một trong những điểm nhấn đáng chú ý nhất chính là phiên bản vỏ hợp kim nhôm màu đen tuyền. Để tạo ra lớp vỏ đen bóng đẹp mắt này, Apple đã áp dụng công nghệ đánh bóng nano kết hợp với quy trình anod hóa 30 bước vô cùng phức tạp. Xem thêm"
samsung-galaxy-watch7,Samsung Galaxy Watch7 40mm dây silicone,"Đặc điểm nổi bật của Galaxy Watch 7
• Hiệu suất mạnh mẽ nhờ vi xử lý thế hệ mới Exynos W1000
• Khung hợp kim nhôm và kính Sapphire bền bỉ
• Tấm nền Super AMOLED độ phân giải cao, sắc nét
• Hiểu rõ thể chất bản thân hơn với Galaxy Al
• Tập luyện nâng cao với vô vàn tính năng hỗ trợ Tại sự kiện Galaxy Unpacked tháng 7/2024, Samsung không chỉ khuấy đảo thị trường di động với những chiếc smartphone mới mà còn giới thiệu thế hệ smartwatch mới đầy ấn tượng - Galaxy Watch7. Mang trong mình thiết kế tràn viền thời thượng, bộ vi xử lý mạnh mẽ, cảm biến sức khỏe hiện đại,... sản phẩm hứa hẹn mang đến cho người dùng những trải nghiệm đầy mới mẻ, hữu ích. Xem thêm"
samsung-galaxy-watch7-44mm,Samsung Galaxy Watch7 44mm dây silicone,"Mang trong mình vẻ ngoài sang trọng, thời thượng cùng bộ tính năng theo dõi sức khỏe toàn diện, Samsung Galaxy Watch7 44mm xứng đáng là biểu tượng cho dòng đồng hồ thông minh Android. Sản phẩm hứa hẹn mang đến trải nghiệm hoàn hảo, đáp ứng mọi nhu cầu của những người đam mê thể thao và yêu thích công nghệ. Theo dõi sức khỏe toàn diện với trợ lý Galaxy Al Được trang bị cảm biến 3 trong 1 BioActive thế hệ thứ 2 hiện đại, đồng hồ thông minh Galaxy Watch7 mang đến khả năng theo dõi sức khỏe toàn diện cho người dùng, khi có thể đo lường các chỉ số sức khỏe quan trọng như chỉ số nhịp tim, điện tâm đồ, SpO2, đo huyết áp,... Xem thêm"
samsung-galaxy-watch7-lte-40mm,Samsung Galaxy Watch7 LTE 40mm dây silicone,"Tại sự kiện Galaxy Unpacked tháng 7/2024, Samsung đã chính thức trình làng thế hệ smartwatch mới mang tên Galaxy Watch7 LTE 40mm. Không chỉ hứa hẹn trở thành trợ thủ đắc lực cho người dùng trong việc theo dõi và đo đạc các chỉ số sức khỏe, thiết bị còn ghi điểm bởi thiết kế sang trọng, thời thượng, góp phần tô điểm phong cách cho người sở hữu. Hệ thống cảm biến sức khỏe đa năng Đóng vai trò như một trợ lý sức khỏe khi được trang bị cảm biến BioActive 3 trong 1 thế hệ thứ 2 tân tiến, Galaxy Watch7 có thể đo điện tâm đồ, đo huyết áp, nhịp tim và mức độ căng thẳng, phân tích thành phần cơ thể,... cung cấp cho bạn hình ảnh toàn diện về tình trạng sức khỏe của bản thân. Xem thêm"
mi-band-9-pro,Xiaomi Mi Band 9 Pro dây TPU,"Tại sự kiện ra mắt sản phẩm mới, bên cạnh các thiết bị di động, Xiaomi cũng đã trình làng 2 thiết bị đeo tay mới là Mi Band 9 Pro và Mi Band 9 Active. Sở hữu thiết kế hiện đại, năng động, tính năng sức khỏe, luyện tập đa dạng, độ chính xác được cải thiện,... đáp ứng tối ưu hơn cho trải nghiệm người dùng. Thiết kế năng động nhưng không kém phần thời thượng Vòng đeo tay thông minh Xiaomi phiên bản Pro sở hữu màn hình AMOLED lớn 1.74 inch với độ sáng tối đa lên đến 1200 nits, mang lại khả năng hiển thị sắc nét và sống động ngay cả dưới ánh sáng mạnh. Viền màn hình cũng được tinh chỉnh mỏng hơn tạo cảm giác tinh tế và sang trọng hơn. Xem thêm"
apple-watch-s10-46mm,Apple Watch Series 10 46mm viền nhôm dây thể thao,"Bên cạnh sự ra mắt của các dòng iPhone 16 trong sự kiện It's Glowtime tháng 9/2024, Apple Watch Series 10 46mm - một bước tiến mới trong các dòng smartwatch của nhà Táo cũng được trình làng. Với màn hình OLED lớn và sáng vượt trội, cùng với hàng loạt tính năng sức khỏe và thể thao tiên tiến, chiếc đồng hồ này không chỉ là một phụ kiện thời trang mà còn là một trợ thủ đắc lực cho cuộc sống hiện đại. Đơn giản, tinh tế, sang trọng - phong cách sống hiện đại Chiếc đồng hồ thông minh này không chỉ đơn thuần là một thiết bị đeo tay. Với lớp vỏ đen bóng được hoàn thiện bởi công nghệ đánh bóng nano tiên tiến và quy trình anod hóa 30 bước (phiên bản màu đen), sản phẩm sở hữu một vẻ đẹp thẩm mỹ tinh tế, bền bỉ theo thời gian, góp phần làm nổi bật thêm trang phục của người đeo. Xem thêm"
samsung-galaxy-watch7-44mm-lte,Samsung Galaxy Watch7 LTE 44mm dây silicone,"Tháng 7/2024, làng công nghệ sôi động đón chào sự ra mắt của các siêu phẩm nhà Samsung trong sự kiện Unpacked, trong đó có Galaxy Watch 7 LTE 44mm. Mang trên mình thiết kế thời thượng, đi kèm loạt tiện ích đỉnh cao, smartwatch hứa hẹn mang đến trải nghiệm bứt phá, thỏa mãn mọi đam mê của những tín đồ yêu thích công nghệ. Nâng tầm chăm sóc sức khỏe Galaxy Watch7 tự hào được trang bị cảm biến Samsung BioActive thế hệ 2, mang đến khả năng theo dõi các chỉ số sức khỏe như điện tâm đồ, huyết áp, nhịp tim, nồng độ oxy máu,... một cách liên tục và chính xác hơn bao giờ hết. Xem thêm"
redmi-watch-5-lite,Xiaomi Redmi Watch 5 Lite 48.2mm dây TPU,"Xiaomi không ngừng nâng cấp sản phẩm của mình nhằm mang đến những trải nghiệm hài lòng cho người dùng. Với màn hình AMOLED siêu lớn, vô vàn tiện ích cho tập luyện, theo dõi sức khỏe, định vị độc lập,... Xiaomi Redmi Watch 5 Lite sẽ là sản phẩm smartwatch đáng sở hữu dành cho người dùng. Thiết kế thời thượng với màn hình phẳng Redmi Watch 5 Lite gây ấn tượng từ cái nhìn đầu tiên với thiết kế màn hình phẳng thời thượng. Phần khung nhựa cứng cáp kết hợp với mặt kính cường lực bảo vệ tốt cho đồng hồ trong các hoạt động thường ngày. Xem thêm"
redmi-watch-5-active,Xiaomi Redmi Watch 5 Active 49.1mm dây TPU,"Xiaomi tiếp tục chứng tỏ sự ưu việt của mình trong việc nâng cấp các sản phẩm công nghệ bằng việc cho ra mắt Xiaomi Redmi Watch 5 Active. Với màn hình siêu lớn, nhiều tính năng hỗ trợ thể thao và sức khỏe, chiếc đồng hồ thông minh này nhanh chóng trở thành lựa chọn lý tưởng cho người dùng đang tìm kiếm một sản phẩm kết hợp giữa thẩm mỹ và công nghệ. Thiết kế sang trọng với màn hình lớn Redmi Watch 5 Active thu hút mọi ánh nhìn nhờ thiết kế màn hình phẳng hiện đại. Phần khung làm từ chất liệu nhựa bền bỉ kết hợp cùng mặt kính cường lực giúp bảo vệ đồng hồ trong những tình huống va đập hàng ngày. Xem thêm"
apple-watch-s10-lte-42mm,Apple Watch Series 10 GPS + Cellular 42mm viền nhôm dây thể thao,"Một thiết bị thông minh không kém phần hấp dẫn so với iPhone 16 vừa được ra mắt tại sự kiện It’s Glow Time chính là Apple Watch Series 10 GPS + Cellular 42mm - một chiếc đồng hồ thông minh được thiết kế đặc biệt cho những người quan tâm đến sức khỏe. Với màn hình lớn và sáng, bạn có thể dễ dàng đọc tin nhắn, kiểm tra email ngay trên cổ tay. Thiết bị này còn giúp bạn theo dõi nhịp tim, giấc ngủ và trợ lý giọng nói. Hứa hẹn đem đến sự hỗ trợ tốt nhất cho cuộc sống của bạn. Tối giản, sang trọng, đẳng cấp tất cả trong một Với lớp vỏ đen bóng sang trọng (ở phiên bản màu đen), Apple Watch Series 10 không chỉ là một thiết bị công nghệ mà còn là một món phụ kiện thời trang đẳng cấp. Để tạo nên vẻ đẹp hoàn hảo này, hãng đã sử dụng công nghệ đánh bóng nano tiên tiến, kết hợp với quy trình anod hóa gồm 30 bước tỉ mỉ. Qua đó, chiếc đồng hồ không chỉ bền bỉ mà còn mang đến một trải nghiệm sử dụng thật sự khác biệt Xem thêm"
amazfit-bip-6,Amazfit Bip 6 46.3mm dây silicone,"Amazfit Bip 6 không chỉ là bản nâng cấp đơn thuần mà là một cuộc lột xác thực sự với hàng loạt thay đổi cả về ngoại hình lẫn tính năng, từ màn hình AMOLED thay cho TFT, thiết kế tinh tế hơn, hỗ trợ gọi điện qua Bluetooth, cảm biến sức khỏe thế hệ mới, hệ điều hành Zepp OS tích hợp AI thông minh,... hứa hẹn mang đến người dùng những trải nghiệm tối ưu nhất. Thiết kế bền bỉ hơn với màn hình rõ nét hơn Amazfit Bip 6 sở hữu nhiều cải tiến rõ rệt so với Bip 5. Nếu như thế hệ tiền nhiệm sử dụng màn hình TFT 1.91 inch độ phân giải 320 x 380 pixels, thì Bip 6 đã được nâng cấp thành màn hình AMOLED 1.97 inch với độ phân giải 450 x 390 pixels, nâng tầm hiển thị về độ nét, độ sáng (lên đến 2.000 nits) và khả năng sử dụng ngoài trời. Xem thêm"
apple-watch-s10-lte-46mm-vien-titanium-day-thep,Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây Milan,"Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây Milan, một sản phẩm kết hợp hoàn hảo với phiên bản iPhone 16 vừa được Apple ra mắt vào tháng 09/2024. Với thiết kế hiện đại, sử dụng các vật liệu tái chế và quy trình sản xuất xanh, sản phẩm không chỉ là một biểu tượng của công nghệ tiên tiến mà còn là một tuyên bố về phong cách sống bền vững. Tự do vận động với thiết kế siêu nhỏ gọn Apple Watch Series 10 gây ấn tượng với khung Titanium được đánh bóng tỉ mỉ, mang đến vẻ đẹp độc đáo và bền bỉ theo thời gian. Chất liệu này, vốn được biết đến với độ cứng và khả năng chịu lực cao, giúp bảo vệ chiếc đồng hồ khỏi những va chạm không mong muốn. Đồng thời, trọng lượng nhẹ của nó cũng góp phần làm tăng sự thoải mái cho người dùng. Xem thêm"
garmin-lily-2-classic-day-vai,Garmin Lily 2 Classic 34mm dây vải,"Mang đến sự kết hợp hoàn hảo giữa thời trang và công nghệ, Garmin Lily 2 Classic 34mm dây vải là chiếc đồng hồ thông minh dành riêng cho những người phụ nữ hiện đại. Lấy cảm hứng từ vẻ đẹp tinh tế và thanh lịch, Lily 2 Classic không chỉ là phụ kiện thời trang thời thượng mà còn là trợ thủ đắc lực giúp bạn theo dõi sức khỏe và nâng cao chất lượng cuộc sống. Thiết kế nhỏ gọn, phong cách thời thượng Garmin Lily 2 Classic sở hữu thiết kế thanh lịch, nhỏ gọn với mặt đồng hồ hình tròn đường kính 34 mm và khối lượng chỉ 24.4 g, khá gọn nhẹ khi đeo, thoải mái trong các hoạt động. Khung đồng hồ được chế tác từ chất liệu nhôm cao cấp, mang lại sự chắc chắn và bền bỉ. Nhờ vậy, bạn có thể yên tâm sử dụng trong mọi hoạt động, hạn chế tối đa tình trạng móp méo hay trầy xước do va đập. Xem thêm"
